Charger ID;Charger Status;ChargingStationId;OperatorID;OperatorName;IsOpen24Hours;Accessibility;GeoCoordinates;address_country;address_canton;address_region;address_city;address_postalcode;address_street;address_timezone;address_floor;Plugs;PaymentOptions;MaxCapacity;ChargingFacilities (Power);AuthenticationModes;DynamicInfoAvailable;ValueAddedServices;IsHubjectCompatible;lastUpdate;ClearinghouseID;HubOperatorID;AdditionalInfo;deltaType;ChargingPoolID;OpeningTimes;GeoChargingPointEntrance;AccessibilityLocation;CalibrationLawDataAvailability;ChargingStationNames;HotlinePhoneNumber;RenewableEnergy;ChargingStationLocationReference;EnergySource;EnvironmentalImpact;LocationImage;SuboperatorName;DynamicPowerLevel;HardwareManufacturer
CH*CCI*E20732;Available;CH*CCI*E20732;CH*CCC;Move;1;Paying publicly accessible;47.44874, 9.39761;CHE;St. Gallen;;St. Gallen;9008;Langgasse 151;;;Type 2 Outlet;;;11.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Hotel Eastside""}, {""lang"": ""fr"", ""value"": ""Hotel Eastside""}, {""lang"": ""de"", ""value"": ""Hotel Eastside""}, {""lang"": ""it"", ""value"": ""Hotel Eastside""}]";+41800292929;0;;;;;;;
CH*CCC*E50037;Available;CH*CCC*E50037;CH*CCC;Move;1;Paying publicly accessible;47.443885, 9.069679;CHE;St. Gallen;;Jonschwil;9536;Wiler Strasse 25;;;Type 2 Outlet;;;11.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Schwarzenbach Wiler Strasse 25""}, {""lang"": ""fr"", ""value"": ""MOVE - Schwarzenbach Wiler Strasse 25""}, {""lang"": ""de"", ""value"": ""MOVE - Schwarzenbach Wiler Strasse 25""}, {""lang"": ""it"", ""value"": ""MOVE - Schwarzenbach Wiler Strasse 25""}]";+41800292929;0;;;;;;;
CH*CCI*E20686;Available;CH*CCI*E20686;CH*CCC;Move;1;Paying publicly accessible;47.397221, 9.006424;CHE;St. Gallen;;Kirchberg (SG);9534;Kirchbergstrasse 36;;;CHAdeMO;;;20.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Schmid Garage AG""}, {""lang"": ""fr"", ""value"": ""Schmid Garage AG""}, {""lang"": ""de"", ""value"": ""Schmid Garage AG""}, {""lang"": ""it"", ""value"": ""Schmid Garage AG""}]";+41800292929;0;;;;;;;
CH*CCC*E50424;Available;CH*CCC*E50424;CH*CCC;Move;1;Paying publicly accessible;47.182523, 9.444981;CHE;St. Gallen;;Grabs;9472;Lindenweg 2;;;CHAdeMO;;;50.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Technische Betriebe Grabs""}, {""lang"": ""fr"", ""value"": ""Technische Betriebe Grabs""}, {""lang"": ""de"", ""value"": ""Technische Betriebe Grabs""}, {""lang"": ""it"", ""value"": ""Technische Betriebe Grabs""}]";+41800292929;0;;;;;;;
CH*CCC*E50402;Available;CH*CCC*E50402;CH*CCC;Move;1;Paying publicly accessible;47.461443, 9.046131;CHE;St. Gallen;;Wil (SG);9500;Speerstrasse 10;;;Type 2 Outlet;;;20.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Technische Betriebe Wil TBW DC-Station""}, {""lang"": ""fr"", ""value"": ""Technische Betriebe Wil TBW DC-Station""}, {""lang"": ""de"", ""value"": ""Technische Betriebe Wil TBW DC-Station""}, {""lang"": ""it"", ""value"": ""Technische Betriebe Wil TBW DC-Station""}]";+41800292929;0;;;;;;;
CH*CCC*E50441;Occupied;CH*CCC*E50441;CH*CCC;Move;1;Paying publicly accessible;47.432875, 9.634143;CHE;St. Gallen;;Au (SG);9434;Hauptstrasse 90;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Kirchplatz Au""}, {""lang"": ""fr"", ""value"": ""Kirchplatz Au""}, {""lang"": ""de"", ""value"": ""Kirchplatz Au""}, {""lang"": ""it"", ""value"": ""Kirchplatz Au""}]";+41800292929;0;;;;;;;
CH*CCC*E50434;Available;CH*CCC*E50434;CH*CCC;Move;1;Paying publicly accessible;47.167062, 9.478932;CHE;St. Gallen;;Buchs (SG);9470;Bahnhofstrasse;;;CCS Combo 2 Plug (Cable Attached);;;50.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Parkplatz Bahnhof Buchs Süd""}, {""lang"": ""fr"", ""value"": ""Parkplatz Bahnhof Buchs Süd""}, {""lang"": ""de"", ""value"": ""Parkplatz Bahnhof Buchs Süd""}, {""lang"": ""it"", ""value"": ""Parkplatz Bahnhof Buchs Süd""}]";+41800292929;0;;;;;;;
CH*CCC*E50433;Available;CH*CCC*E50433;CH*CCC;Move;1;Paying publicly accessible;47.167062, 9.478932;CHE;St. Gallen;;Buchs (SG);9470;Bahnhofstrasse;;;CHAdeMO;;;50.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Parkplatz Bahnhof Buchs Süd""}, {""lang"": ""fr"", ""value"": ""Parkplatz Bahnhof Buchs Süd""}, {""lang"": ""de"", ""value"": ""Parkplatz Bahnhof Buchs Süd""}, {""lang"": ""it"", ""value"": ""Parkplatz Bahnhof Buchs Süd""}]";+41800292929;0;;;;;;;
CH*CCC*E50445;Available;CH*CCC*E50445;CH*CCC;Move;1;Paying publicly accessible;47.421946, 9.36923;CHE;St. Gallen;;St. Gallen;9001;Bahnhofplatz 7;;;CCS Combo 2 Plug (Cable Attached);;;50.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Parkplatz Gaiserbahnhof""}, {""lang"": ""fr"", ""value"": ""Parkplatz Gaiserbahnhof""}, {""lang"": ""de"", ""value"": ""Parkplatz Gaiserbahnhof""}, {""lang"": ""it"", ""value"": ""Parkplatz Gaiserbahnhof""}]";+41800292929;0;;;;;;;
CH*CCI*E21140;Available;CH*CCI*E21140;CH*CCC;Move;1;Paying publicly accessible;47.382565, 9.541037;CHE;St. Gallen;;Altstätten;9450;Marolanistrasse 7.1;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Spital Altstätten""}, {""lang"": ""fr"", ""value"": ""Spital Altstätten""}, {""lang"": ""de"", ""value"": ""Spital Altstätten""}, {""lang"": ""it"", ""value"": ""Spital Altstätten""}]";+41800292929;0;;;;;;;
CH*CCI*E20615;Available;CH*CCI*E20615;CH*CCC;Move;1;Paying publicly accessible;47.208899, 9.479313;CHE;St. Gallen;;Gams;9469;Gamserstrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Golfplatz Gams, Rest. Bahnhöfli""}, {""lang"": ""fr"", ""value"": ""Golfplatz Gams, Rest. Bahnhöfli""}, {""lang"": ""de"", ""value"": ""Golfplatz Gams, Rest. Bahnhöfli""}, {""lang"": ""it"", ""value"": ""Golfplatz Gams, Rest. Bahnhöfli""}]";+41800292929;0;;;;;;;
CH*CCI*E20616;Available;CH*CCI*E20616;CH*CCC;Move;1;Paying publicly accessible;47.208899, 9.479313;CHE;St. Gallen;;Gams;9469;Gamserstrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Golfplatz Gams, Rest. Bahnhöfli""}, {""lang"": ""fr"", ""value"": ""Golfplatz Gams, Rest. Bahnhöfli""}, {""lang"": ""de"", ""value"": ""Golfplatz Gams, Rest. Bahnhöfli""}, {""lang"": ""it"", ""value"": ""Golfplatz Gams, Rest. Bahnhöfli""}]";+41800292929;0;;;;;;;
CH*CCI*E20604;Available;CH*CCI*E20604;CH*CCC;Move;1;Paying publicly accessible;47.427311, 9.378891;CHE;St. Gallen;;St. Gallen;9000;Torstrasse 12;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""City Parking Brühltor""}, {""lang"": ""fr"", ""value"": ""City Parking Brühltor""}, {""lang"": ""de"", ""value"": ""City Parking Brühltor""}, {""lang"": ""it"", ""value"": ""City Parking Brühltor""}]";+41800292929;0;;;;;;;
CH*CCI*E20606;Occupied;CH*CCI*E20606;CH*CCC;Move;1;Paying publicly accessible;47.429561, 9.384191;CHE;St. Gallen;;St. Gallen;9000;Steinachstrasse 41;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""City Parking Stadtpark""}, {""lang"": ""fr"", ""value"": ""City Parking Stadtpark""}, {""lang"": ""de"", ""value"": ""City Parking Stadtpark""}, {""lang"": ""it"", ""value"": ""City Parking Stadtpark""}]";+41800292929;0;;;;;;;
CH*CCI*E21922;Available;CH*CCI*E21922;CH*CCC;Move;1;Paying publicly accessible;47.17383, 9.4487;CHE;St. Gallen;;Grabs;9472;Spitalstrasse 44;;;CCS Combo 2 Plug (Cable Attached);;;120.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Spital - Öffentliche Ladestation""}, {""lang"": ""fr"", ""value"": ""Spital - Öffentliche Ladestation""}, {""lang"": ""de"", ""value"": ""Spital - Öffentliche Ladestation""}, {""lang"": ""it"", ""value"": ""Spital - Öffentliche Ladestation""}]";+41800292929;0;;;;;;;
CH*CCI*E21923;Available;CH*CCI*E21923;CH*CCC;Move;1;Paying publicly accessible;47.17383, 9.4487;CHE;St. Gallen;;Grabs;9472;Spitalstrasse 44;;;CCS Combo 2 Plug (Cable Attached);;;120.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Spital - Öffentliche Ladestation""}, {""lang"": ""fr"", ""value"": ""Spital - Öffentliche Ladestation""}, {""lang"": ""de"", ""value"": ""Spital - Öffentliche Ladestation""}, {""lang"": ""it"", ""value"": ""Spital - Öffentliche Ladestation""}]";+41800292929;0;;;;;;;
CH*CCI*E20648;Occupied;CH*CCI*E20648;CH*CCC;Move;1;Paying publicly accessible;47.425514, 9.378698;CHE;St. Gallen;;St. Gallen;9000;Burggraben 16;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""CityParking Burggraben""}, {""lang"": ""fr"", ""value"": ""CityParking Burggraben""}, {""lang"": ""de"", ""value"": ""CityParking Burggraben""}, {""lang"": ""it"", ""value"": ""CityParking Burggraben""}]";+41800292929;0;;;;;;;
CH*CCI*E20647;Available;CH*CCI*E20647;CH*CCC;Move;1;Paying publicly accessible;47.425514, 9.378698;CHE;St. Gallen;;St. Gallen;9000;Burggraben 16;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""CityParking Burggraben""}, {""lang"": ""fr"", ""value"": ""CityParking Burggraben""}, {""lang"": ""de"", ""value"": ""CityParking Burggraben""}, {""lang"": ""it"", ""value"": ""CityParking Burggraben""}]";+41800292929;0;;;;;;;
CH*CCI*E20622;Available;CH*CCI*E20622;CH*CCC;Move;1;Paying publicly accessible;47.412799, 9.335419;CHE;St. Gallen;;St. Gallen;9001;Zürcher Strasse 204;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Parkhaus EKZ Lerchenfeld""}, {""lang"": ""fr"", ""value"": ""Parkhaus EKZ Lerchenfeld""}, {""lang"": ""de"", ""value"": ""Parkhaus EKZ Lerchenfeld""}, {""lang"": ""it"", ""value"": ""Parkhaus EKZ Lerchenfeld""}]";+41800292929;0;;;;;;;
CH*CCI*E20625;Available;CH*CCI*E20625;CH*CCC;Move;1;Paying publicly accessible;47.462988, 9.041362;CHE;St. Gallen;;Wil (SG);9500;Weststrasse 4;;;Type 2 Outlet;;;11.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""WIPA Tiefgarage Stadtsaal""}, {""lang"": ""fr"", ""value"": ""WIPA Tiefgarage Stadtsaal""}, {""lang"": ""de"", ""value"": ""WIPA Tiefgarage Stadtsaal""}, {""lang"": ""it"", ""value"": ""WIPA Tiefgarage Stadtsaal""}]";+41800292929;0;;;;;;;
CH*CCI*E20558;Available;CH*CCI*E20558;CH*CCC;Move;1;Paying publicly accessible;47.037296, 9.43404;CHE;St. Gallen;;Vilters-Wangs;7323;Bahnhofstrasse 31;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Parkhotel Wangs""}, {""lang"": ""fr"", ""value"": ""Parkhotel Wangs""}, {""lang"": ""de"", ""value"": ""Parkhotel Wangs""}, {""lang"": ""it"", ""value"": ""Parkhotel Wangs""}]";+41800292929;0;;;;;;;
CH*CCI*E20546;Available;CH*CCI*E20546;CH*CCC;Move;1;Paying publicly accessible;47.166708, 9.474544;CHE;St. Gallen;;Buchs (SG);9470;Alvierstrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Alvier Parkplatz Buchs""}, {""lang"": ""fr"", ""value"": ""Alvier Parkplatz Buchs""}, {""lang"": ""de"", ""value"": ""Alvier Parkplatz Buchs""}, {""lang"": ""it"", ""value"": ""Alvier Parkplatz Buchs""}]";+41800292929;0;;;;;;;
CH*CCI*E20596;Occupied;CH*CCI*E20596;CH*CCC;Move;1;Paying publicly accessible;47.422804, 9.367154;CHE;St. Gallen;;St. Gallen;9000;Lagerstrasse 6;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""City Parking Bahnhof St.Gallen""}, {""lang"": ""fr"", ""value"": ""City Parking Bahnhof St.Gallen""}, {""lang"": ""de"", ""value"": ""City Parking Bahnhof St.Gallen""}, {""lang"": ""it"", ""value"": ""City Parking Bahnhof St.Gallen""}]";+41800292929;0;;;;;;;
CH*CCI*E20595;Occupied;CH*CCI*E20595;CH*CCC;Move;1;Paying publicly accessible;47.422804, 9.367154;CHE;St. Gallen;;St. Gallen;9000;Lagerstrasse 6;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""City Parking Bahnhof St.Gallen""}, {""lang"": ""fr"", ""value"": ""City Parking Bahnhof St.Gallen""}, {""lang"": ""de"", ""value"": ""City Parking Bahnhof St.Gallen""}, {""lang"": ""it"", ""value"": ""City Parking Bahnhof St.Gallen""}]";+41800292929;0;;;;;;;
CH*CCI*E20588;Available;CH*CCI*E20588;CH*CCC;Move;1;Paying publicly accessible;47.437577, 9.405831;CHE;St. Gallen;;St. Gallen;9016;Rorschacher Strasse 253;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Parkplatz Neudorf""}, {""lang"": ""fr"", ""value"": ""Parkplatz Neudorf""}, {""lang"": ""de"", ""value"": ""Parkplatz Neudorf""}, {""lang"": ""it"", ""value"": ""Parkplatz Neudorf""}]";+41800292929;0;;;;;;;
CH*CCI*E20581;Available;CH*CCI*E20581;CH*CCC;Move;1;Paying publicly accessible;47.459974, 9.051383;CHE;St. Gallen;;Wil (SG);9500;Rotschürstrasse 17;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Parkplatz Sporthalle Lindenhof""}, {""lang"": ""fr"", ""value"": ""Parkplatz Sporthalle Lindenhof""}, {""lang"": ""de"", ""value"": ""Parkplatz Sporthalle Lindenhof""}, {""lang"": ""it"", ""value"": ""Parkplatz Sporthalle Lindenhof""}]";+41800292929;0;;;;;;;
CH*CCI*E20584;Available;CH*CCI*E20584;CH*CCC;Move;1;Paying publicly accessible;47.04666, 9.445072;CHE;St. Gallen;;Sargans;7320;Stockbrühlweg 4;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Bahnhof Sargans""}, {""lang"": ""fr"", ""value"": ""Bahnhof Sargans""}, {""lang"": ""de"", ""value"": ""Bahnhof Sargans""}, {""lang"": ""it"", ""value"": ""Bahnhof Sargans""}]";+41800292929;0;;;;;;;
CH*CCI*E21038;Available;CH*CCI*E21038;CH*CCC;Move;1;Paying publicly accessible;47.477921, 9.502123;CHE;St. Gallen;;Rorschach;9400;Churerstrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Kurplatz Rorschach""}, {""lang"": ""fr"", ""value"": ""Kurplatz Rorschach""}, {""lang"": ""de"", ""value"": ""Kurplatz Rorschach""}, {""lang"": ""it"", ""value"": ""Kurplatz Rorschach""}]";+41800292929;0;;;;;;;
CH*CCI*E21036;Available;CH*CCI*E21036;CH*CCC;Move;1;Paying publicly accessible;47.477925, 9.502294;CHE;St. Gallen;;Rorschach;9400;Churerstrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Kurplatz Rorschach""}, {""lang"": ""fr"", ""value"": ""Kurplatz Rorschach""}, {""lang"": ""de"", ""value"": ""Kurplatz Rorschach""}, {""lang"": ""it"", ""value"": ""Kurplatz Rorschach""}]";+41800292929;0;;;;;;;
CH*CCI*E20917;Available;CH*CCI*E20917;CH*CCC;Move;1;Paying publicly accessible;47.113626, 9.217972;CHE;St. Gallen;;Quarten;8877;Strandbodenstrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Parkplatz Schiffliwiese Ladestation 1""}, {""lang"": ""fr"", ""value"": ""MOVE - Parkplatz Schiffliwiese Ladestation 1""}, {""lang"": ""de"", ""value"": ""MOVE - Parkplatz Schiffliwiese Ladestation 1""}, {""lang"": ""it"", ""value"": ""MOVE - Parkplatz Schiffliwiese Ladestation 1""}]";+41800292929;0;;;;;;;
CH*CCI*E20918;Available;CH*CCI*E20918;CH*CCC;Move;1;Paying publicly accessible;47.113626, 9.217972;CHE;St. Gallen;;Quarten;8877;Strandbodenstrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Parkplatz Schiffliwiese Ladestation 1""}, {""lang"": ""fr"", ""value"": ""MOVE - Parkplatz Schiffliwiese Ladestation 1""}, {""lang"": ""de"", ""value"": ""MOVE - Parkplatz Schiffliwiese Ladestation 1""}, {""lang"": ""it"", ""value"": ""MOVE - Parkplatz Schiffliwiese Ladestation 1""}]";+41800292929;0;;;;;;;
CH*CCI*E20905;Occupied;CH*CCI*E20905;CH*CCC;Move;1;Paying publicly accessible;47.30171, 9.0865;CHE;St. Gallen;;Wattwil;9630;Bahnhofstrasse 1;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Bahnhofstrasse 1 Wattwil""}, {""lang"": ""fr"", ""value"": ""MOVE - Bahnhofstrasse 1 Wattwil""}, {""lang"": ""de"", ""value"": ""MOVE - Bahnhofstrasse 1 Wattwil""}, {""lang"": ""it"", ""value"": ""MOVE - Bahnhofstrasse 1 Wattwil""}]";+41800292929;0;;;;;;;
CH*CCI*E20482;Available;CH*CCI*E20482;CH*CCC;Move;1;Paying publicly accessible;47.486589, 9.40199;CHE;St. Gallen;;Berg (SG);9305;Bahnhofstrasse 19;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Garage Seeblick Brandes AG""}, {""lang"": ""fr"", ""value"": ""Garage Seeblick Brandes AG""}, {""lang"": ""de"", ""value"": ""Garage Seeblick Brandes AG""}, {""lang"": ""it"", ""value"": ""Garage Seeblick Brandes AG""}]";+41800292929;0;;;;;;;
CH*CCI*E20803;Available;CH*CCI*E20803;CH*CCC;Move;1;Paying publicly accessible;47.205404, 9.442111;CHE;St. Gallen;;Gams;9473;Gasenzenstrasse 16;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Löwenplatz""}, {""lang"": ""fr"", ""value"": ""Löwenplatz""}, {""lang"": ""de"", ""value"": ""Löwenplatz""}, {""lang"": ""it"", ""value"": ""Löwenplatz""}]";+41800292929;0;;;;;;;
CH*CCC*E50561;Available;CH*CCC*E50561;CH*CCC;Move;1;Paying publicly accessible;47.412876, 9.186627;CHE;St. Gallen;;Flawil;9230;Magdenauerstrasse;;;CCS Combo 2 Plug (Cable Attached);;;20.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Marktplatz Flawil""}, {""lang"": ""fr"", ""value"": ""MOVE - Marktplatz Flawil""}, {""lang"": ""de"", ""value"": ""MOVE - Marktplatz Flawil""}, {""lang"": ""it"", ""value"": ""MOVE - Marktplatz Flawil""}]";+41800292929;0;;;;;;;
CH*CCI*E21201;Available;CH*CCI*E21201;CH*CCC;Move;1;Paying publicly accessible;47.07293, 9.197767;CHE;St. Gallen;;Quarten;8877;Murgtalstrasse;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE - Wasserkraftwerk Merlen""}, {""lang"": ""fr"", ""value"": ""MOVE - Wasserkraftwerk Merlen""}, {""lang"": ""de"", ""value"": ""MOVE - Wasserkraftwerk Merlen""}, {""lang"": ""it"", ""value"": ""MOVE - Wasserkraftwerk Merlen""}]";+41800292929;0;;;;;;;
CH*CCI*E21200;Available;CH*CCI*E21200;CH*CCC;Move;1;Paying publicly accessible;47.30309, 9.08445;CHE;St. Gallen;;Wattwil;9630;Grüenaustrasse 7;;;Type 2 Outlet;;;22.0;NFC RFID Classic,NFC RFID DESFire,Direct Payment,REMOTE;true;None;1;;;;;;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""MOVE-Gemeindparkplatz Wattwil""}, {""lang"": ""fr"", ""value"": ""MOVE-Gemeindparkplatz Wattwil""}, {""lang"": ""de"", ""value"": ""MOVE-Gemeindparkplatz Wattwil""}, {""lang"": ""it"", ""value"": ""MOVE-Gemeindparkplatz Wattwil""}]";+41800292929;0;;;;;;;
CH*ECUERVQCGZ5MTSCP6X7V55Y8FP2GQS;Available;CH*ECUERVQCGZ5MTSCP6X7V55Y8FP2GQS;CH*ECU;eCarUp;1;Free publicly accessible;47.223658, 8.98453;CHE;St. Gallen;;Uznach;8730;Webereistrasse  11;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""ZPR124818, PP94, Schaffner Heinz""}, {""lang"": ""de"", ""value"": ""ZPR124818, PP94, Schaffner Heinz""}]";+41415101717;0;;;;;;0;
CH*ECUETAV85E6Q45396GMQNFZ32K8CQZ;Available;CH*ECUETAV85E6Q45396GMQNFZ32K8CQZ;CH*ECU;eCarUp;1;Free publicly accessible;47.477668, 9.496839;CHE;St. Gallen;;Rorschach;9400;Hauptstrasse 17;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Parkgarage Hafen Parkplatz E067""}, {""lang"": ""de"", ""value"": ""Parkgarage Hafen Parkplatz E067""}]";+41415101717;0;;;;;;0;
CH*ECUE9V2CZJEKXZTAXCEABDZPS29V2Z;Available;CH*ECUE9V2CZJEKXZTAXCEABDZPS29V2Z;CH*ECU;eCarUp;1;Free publicly accessible;47.047861, 9.441077;CHE;St. Gallen;;Sargans;7320;Bahnhofstrasse 1;;;Type 2 Outlet;Direct;0;11.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Hotel Post Sargans (Vorplatz Garten)""}, {""lang"": ""de"", ""value"": ""Hotel Post Sargans (Vorplatz Garten)""}]";+41415101717;0;;;;;;0;
CH*ECUE8KDSFAKWKP7SWSTM95J3NDX8QZ;Available;CH*ECUE8KDSFAKWKP7SWSTM95J3NDX8QZ;CH*ECU;eCarUp;1;Free publicly accessible;47.386082, 9.655661;CHE;St. Gallen;;Diepoldsau;9444;Gemeindepl. 1;;;Type 2 Outlet;Direct;0;22.0;REMOTE,NFC RFID Classic,NFC RFID DESFire;auto;DynamicPricing;1;;;;;insert;;;;OnStreet;Not Available;"[{""lang"": ""en"", ""value"": ""Parkplatz 21""}, {""lang"": ""de"", ""value"": ""Parkplatz 21""}]";+41415101717;0;;;;;;0;
